"date","bus_rkl","rail_lrt_ampang","rail_mrt_kajang","rail_lrt_kj","rail_monorail","rail_mrt_pjy","ron95","ron97","diesel","preciptype","temp","uvindex","holiday","covid"
"2021-10-04",146342.6718507,68726,61879,78100,12204,49672.3705263158,2.05,2.76,2.15,1,83.1,9,0,1
"2021-10-05",146342.6718507,68453,61957,78925,12047,49672.3705263158,2.05,2.76,2.15,1,83.1,4,0,1
"2021-10-06",146342.6718507,69631,63588,80785,12652,49672.3705263158,2.05,2.76,2.15,0,82.6,7,0,1
"2021-10-07",146342.6718507,70149,63425,80582,12446,49672.3705263158,2.05,2.77,2.15,0,82.9,4,0,1
"2021-10-08",146342.6718507,72008,66997,84593,13545,49672.3705263158,2.05,2.77,2.15,0,85.3,7,0,1
"2021-10-09",146342.6718507,55540,52921,61120,12935,49672.3705263158,2.05,2.77,2.15,1,85.7,7,1,1
"2021-10-10",146342.6718507,47420,46370,51303,13005,49672.3705263158,2.05,2.77,2.15,0,85.9,7,0,1
"2021-10-11",146342.6718507,72015,65688,84459,13440,49672.3705263158,2.05,2.77,2.15,0,86,9,0,1
"2021-10-12",146342.6718507,72584,65360,85624,13007,49672.3705263158,2.05,2.77,2.15,0,86.2,9,0,1
"2021-10-13",146342.6718507,72786,65718,85803,13553,49672.3705263158,2.05,2.77,2.15,0,86.9,6,0,1
"2021-10-14",146342.6718507,72675,64862,84689,12943,49672.3705263158,2.05,2.87,2.15,0,85.7,7,0,1
"2021-10-15",146342.6718507,74170,67456,86445,13940,49672.3705263158,2.05,2.87,2.15,0,86.5,7,0,1
"2021-10-16",146342.6718507,56012,51048,61053,12970,49672.3705263158,2.05,2.87,2.15,0,85.7,3,0,1
"2021-10-17",146342.6718507,45945,44486,50456,12171,49672.3705263158,2.05,2.87,2.15,1,81.1,4,0,1
"2021-10-18",146342.6718507,71434,64118,82533,13427,49672.3705263158,2.05,2.87,2.15,1,82.5,8,0,1
"2021-10-19",146342.6718507,48761,45029,52386,11512,49672.3705263158,2.05,2.87,2.15,1,82.4,8,1,0
"2021-10-20",146342.6718507,73296,66959,89523,13373,49672.3705263158,2.05,2.87,2.15,1,78.1,6,0,0
"2021-10-21",146342.6718507,76519,68200,91679,13558,49672.3705263158,2.05,2.87,2.15,1,81.3,9,0,0
"2021-10-22",146342.6718507,77917,70838,95080,14024,49672.3705263158,2.05,2.87,2.15,0,83.8,5,0,0
"2021-10-23",146342.6718507,54227,51712,60774,12675,49672.3705263158,2.05,2.87,2.15,1,82.1,7,0,0
"2021-10-24",146342.6718507,46542,43636,49475,11803,49672.3705263158,2.05,2.87,2.15,1,80.2,7,0,0
"2021-10-25",146342.6718507,77205,68962,91283,13626,49672.3705263158,2.05,2.87,2.15,1,82.2,8,0,0
"2021-10-26",146342.6718507,78186,70355,93399,13900,49672.3705263158,2.05,2.87,2.15,0,84.6,7,0,0
"2021-10-27",146342.6718507,79532,71676,95063,14324,49672.3705263158,2.05,2.87,2.15,0,83.6,5,0,0
"2021-10-28",146342.6718507,78616,71827,94715,14265,49672.3705263158,2.05,2.97,2.15,1,83.7,8,0,0
"2021-10-29",146342.6718507,80646,75099,100053,15258,49672.3705263158,2.05,2.97,2.15,0,85.3,5,0,0
"2021-10-30",146342.6718507,58750,57798,69309,14277,49672.3705263158,2.05,2.97,2.15,1,82.9,7,0,0
"2021-10-31",146342.6718507,51402,50765,59246,14026,49672.3705263158,2.05,2.97,2.15,1,82.4,6,0,0
"2021-11-01",146342.6718507,84432,78125,104905,16639,49672.3705263158,2.05,2.97,2.15,1,81.4,2,0,0
"2021-11-02",146342.6718507,85826,78845,106712,16475,49672.3705263158,2.05,2.97,2.15,1,80.9,9,0,0
"2021-11-03",146342.6718507,86846,80166,107388,17659,49672.3705263158,2.05,2.97,2.15,1,80.8,7,0,0
"2021-11-04",146342.6718507,56131,55192,65000,17493,49672.3705263158,2.05,3.06,2.15,1,81.1,5,1,0
"2021-11-05",146342.6718507,78050,74267,98945,18522,49672.3705263158,2.05,3.06,2.15,1,80.5,7,1,0
"2021-11-06",146342.6718507,62130,61227,71646,16955,49672.3705263158,2.05,3.06,2.15,1,83.2,9,0,0
"2021-11-07",146342.6718507,53605,50595,57591,14757,49672.3705263158,2.05,3.06,2.15,1,82.5,4,0,0
"2021-11-08",146342.6718507,87234,79900,106991,16336,49672.3705263158,2.05,3.06,2.15,1,83.7,7,0,0
"2021-11-09",146342.6718507,86768,80788,109067,16303,49672.3705263158,2.05,3.06,2.15,1,82.7,6,0,0
"2021-11-10",146342.6718507,89051,82991,112012,17069,49672.3705263158,2.05,3.06,2.15,1,80.1,4,0,0
"2021-11-11",146342.6718507,88302,82427,111312,16654,49672.3705263158,2.05,3.08,2.15,1,80.7,3,1,0
"2021-11-12",146342.6718507,90180,84930,114562,17709,49672.3705263158,2.05,3.08,2.15,1,81.2,6,1,0
"2021-11-13",146342.6718507,63146,63033,72628,15364,49672.3705263158,2.05,3.08,2.15,0,82.2,6,0,0
"2021-11-14",146342.6718507,53921,53898,60513,14351,49672.3705263158,2.05,3.08,2.15,1,82.8,7,0,0
"2021-11-15",146342.6718507,87983,82762,110823,16474,49672.3705263158,2.05,3.08,2.15,0,84.5,7,0,0
"2021-11-16",146342.6718507,90078,85001,114461,17279,49672.3705263158,2.05,3.08,2.15,1,81.9,8,0,0
"2021-11-17",146342.6718507,91163,86139,116211,17121,49672.3705263158,2.05,3.08,2.15,1,79.5,5,0,0
"2021-11-18",146342.6718507,89823,85444,114512,16191,49672.3705263158,2.05,3.08,2.15,0,81.4,7,0,0
"2021-11-19",146342.6718507,91703,87063,117102,17301,49672.3705263158,2.05,3.08,2.15,0,84,7,0,0
"2021-11-20",146342.6718507,61928,62619,71981,15242,49672.3705263158,2.05,3.08,2.15,1,82.7,4,0,0
"2021-11-21",146342.6718507,51709,53132,60291,14530,49672.3705263158,2.05,3.08,2.15,1,82.2,5,0,0
"2021-11-22",146342.6718507,86677,83291,113073,17055,49672.3705263158,2.05,3.08,2.15,1,82,7,0,0
"2021-11-23",146342.6718507,87624,85496,115782,17110,49672.3705263158,2.05,3.08,2.15,1,82.2,6,0,0
"2021-11-24",146342.6718507,89304,87183,117942,17410,49672.3705263158,2.05,3.08,2.15,1,80.9,3,0,0
"2021-11-25",146342.6718507,91195,86875,116067,16937,49672.3705263158,2.05,3.05,2.15,1,81,6,0,0
"2021-11-26",146342.6718507,95358,90477,120365,18732,49672.3705263158,2.05,3.05,2.15,0,79.4,3,0,0
"2021-11-27",146342.6718507,66511,66870,78203,17368,49672.3705263158,2.05,3.05,2.15,1,80.8,4,0,0
"2021-11-28",146342.6718507,56637,57389,65438,15391,49672.3705263158,2.05,3.05,2.15,1,81.8,5,0,0
"2021-11-29",146342.6718507,90221,85130,113725,17137,49672.3705263158,2.05,3.05,2.15,1,81.1,6,0,0
"2021-11-30",146342.6718507,98870,86754,117002,17646,49672.3705263158,2.05,3.05,2.15,0,83.6,9,0,0
"2021-12-01",146342.6718507,94944,89702,119729,17889,49672.3705263158,2.05,3.05,2.15,0,85,7,0,0
"2021-12-02",146342.6718507,93672,88893,118429,18363,49672.3705263158,2.05,3.02,2.15,1,80.9,3,0,0
"2021-12-03",146342.6718507,76139,74669,92108,15292,49672.3705263158,2.05,3.02,2.15,1,80.2,4,1,0
"2021-12-04",146342.6718507,69624,68284,80805,17712,49672.3705263158,2.05,3.02,2.15,0,82.3,5,0,0
"2021-12-05",146342.6718507,61028,60917,68820,17123,49672.3705263158,2.05,3.02,2.15,1,82.3,3,0,0
"2021-12-06",146342.6718507,93561,88825,117216,18160,49672.3705263158,2.05,3.02,2.15,1,81.5,5,0,0
"2021-12-07",146342.6718507,96633,91256,120498,18297,49672.3705263158,2.05,3.02,2.15,1,81.2,7,0,0
"2021-12-08",146342.6718507,97184,93931,123450,18421,49672.3705263158,2.05,3.02,2.15,0,82.6,8,0,0
"2021-12-09",146342.6718507,97350,92933,124696,18556,49672.3705263158,2.05,2.99,2.15,1,81.7,5,0,0
"2021-12-10",146342.6718507,101395,96086,128119,20569,49672.3705263158,2.05,2.99,2.15,1,80,8,0,0
"2021-12-11",146342.6718507,74426,76648,87969,19897,49672.3705263158,2.05,2.99,2.15,1,80.5,5,1,0
"2021-12-12",146342.6718507,64270,65069,72652,18792,49672.3705263158,2.05,2.99,2.15,1,82.1,9,0,0
"2021-12-13",146342.6718507,95983,92010,119855,19432,49672.3705263158,2.05,2.99,2.15,1,81.1,8,0,0
"2021-12-14",146342.6718507,97115,94629,123406,19096,49672.3705263158,2.05,2.99,2.15,1,82,9,0,0
"2021-12-15",146342.6718507,98677,97407,125779,19370,49672.3705263158,2.05,2.99,2.15,1,81,7,0,0
"2021-12-16",146342.6718507,99444,97692,126617,19966,49672.3705263158,2.05,3,2.15,1,80.2,3,0,0
"2021-12-17",146342.6718507,100031,97844,126018,21318,49672.3705263158,2.05,3,2.15,1,77.6,2,0,0
"2021-12-18",146342.6718507,66975,70289,76103,17566,49672.3705263158,2.05,3,2.15,1,76.2,5,0,0
"2021-12-19",146342.6718507,60126,60824,64835,16554,49672.3705263158,2.05,3,2.15,1,78.3,4,0,0
"2021-12-20",146342.6718507,89874,88233,109618,18680,49672.3705263158,2.05,3,2.15,0,82.6,7,0,0
"2021-12-21",146342.6718507,91701,90305,116675,18267,49672.3705263158,2.05,3,2.15,0,84.4,9,0,0
"2021-12-22",146342.6718507,94959,94725,118920,18875,49672.3705263158,2.05,3,2.15,1,81.4,5,0,0
"2021-12-23",146342.6718507,93720,94428,119331,19140,49672.3705263158,2.05,2.99,2.15,1,81.9,4,0,0
"2021-12-24",146342.6718507,95470,95482,117766,20653,49672.3705263158,2.05,2.99,2.15,0,83.4,5,1,0
"2021-12-25",146342.6718507,67989,76922,76780,23144,49672.3705263158,2.05,2.99,2.15,0,83.9,7,1,0
"2021-12-26",146342.6718507,62524,65996,68342,18757,49672.3705263158,2.05,2.99,2.15,0,84.1,8,1,0
"2021-12-27",146342.6718507,90506,88109,113198,17988,49672.3705263158,2.05,2.99,2.15,1,82,9,0,0
"2021-12-28",146342.6718507,92759,91073,116871,18818,49672.3705263158,2.05,2.99,2.15,1,82.7,9,0,0
"2021-12-29",146342.6718507,93341,93076,118043,18735,49672.3705263158,2.05,2.99,2.15,1,84.1,8,0,0
"2021-12-30",146342.6718507,93283,92718,117573,18808,49672.3705263158,2.05,3,2.15,1,82.3,5,0,0
"2021-12-31",146342.6718507,101935,104751,126328,25684,49672.3705263158,2.05,3,2.15,1,80.8,8,0,0
"2022-01-01",84122,71002,76294,84319,25112,49672.3705263158,2.05,3,2.15,1,78.7,5,1,0
"2022-01-02",77263,61952,61436,69092,17318,49672.3705263158,2.05,3,2.15,1,78.2,3,0,0
"2022-01-03",114263,98823,95714,127098,18272,49672.3705263158,2.05,3,2.15,1,78,5,0,0
"2022-01-04",113677,101465,98546,132713,19085,49672.3705263158,2.05,3,2.15,1,80.3,6,0,0
"2022-01-05",116090,103732,97942,133924,19952,49672.3705263158,2.05,3,2.15,1,81.3,7,0,0
"2022-01-06",116291,101724,99296,132767,19174,49672.3705263158,2.05,3.03,2.15,0,82.6,8,0,0
"2022-01-07",116071,105127,102232,134437,20734,49672.3705263158,2.05,3.03,2.15,1,82.3,8,0,0
"2022-01-08",88331,73222,75906,81698,18684,49672.3705263158,2.05,3.03,2.15,0,82.3,8,0,0
"2022-01-09",85326,63425,63752,68595,17786,49672.3705263158,2.05,3.03,2.15,1,82.9,9,0,0
"2022-01-10",130355,107164,102406,136382,19486,49672.3705263158,2.05,3.03,2.15,1,83.3,8,0,0
"2022-01-11",130246,106859,103597,137666,19005,49672.3705263158,2.05,3.03,2.15,1,82,9,0,0
"2022-01-12",129869,106828,103636,138009,19245,49672.3705263158,2.05,3.03,2.15,0,83,9,0,0
"2022-01-13",127868,105268,102554,136254,18356,49672.3705263158,2.05,3.07,2.15,1,82.9,9,0,0
"2022-01-14",124258,107544,104953,138134,20154,49672.3705263158,2.05,3.07,2.15,1,82.9,9,1,0
"2022-01-15",88800,71825,72486,79576,16644,49672.3705263158,2.05,3.07,2.15,0,83.6,9,0,0
"2022-01-16",82243,61116,61057,66479,15740,49672.3705263158,2.05,3.07,2.15,1,83.6,9,0,0
"2022-01-17",126147,104506,99212,129828,18873,49672.3705263158,2.05,3.07,2.15,1,83.3,8,0,0
"2022-01-18",79529,62011,62590,67733,13922,49672.3705263158,2.05,3.07,2.15,1,81.2,7,1,0
"2022-01-19",129872,109919,105715,140682,19063,49672.3705263158,2.05,3.07,2.15,1,81.6,7,0,0
"2022-01-20",128251,108478,104420,137868,19792,49672.3705263158,2.05,3.07,2.15,1,82.2,8,0,0
"2022-01-21",127255,112210,106791,138395,20550,49672.3705263158,2.05,3.07,2.15,1,83,9,0,0
"2022-01-22",82953,53564,54690,61840,9974,49672.3705263158,2.05,3.07,2.15,1,80.8,7,0,0
"2022-01-23",77638,60214,57822,62420,15023,49672.3705263158,2.05,3.07,2.15,1,82,8,0,0
"2022-01-24",127207,108703,102610,135619,19588,49672.3705263158,2.05,3.07,2.15,1,80.7,9,0,0
"2022-01-25",129593,110167,104543,140534,19655,49672.3705263158,2.05,3.07,2.15,1,80.4,9,0,0
"2022-01-26",131006,111403,106749,141511,19845,49672.3705263158,2.05,3.07,2.15,1,82,8,0,0
"2022-01-27",127527,109902,103822,138386,19757,49672.3705263158,2.05,3.12,2.15,1,81.4,9,0,0
"2022-01-28",125193,113558,106341,139472,20994,49672.3705263158,2.05,3.12,2.15,1,81,7,0,0
"2022-01-29",85910,72669,68356,75894,16594,49672.3705263158,2.05,3.12,2.15,1,83.1,9,0,0
"2022-01-30",79326,62180,58966,65290,17920,49672.3705263158,2.05,3.12,2.15,1,83.7,7,0,0
"2022-01-31",98153,82007,72692,97788,20381,49672.3705263158,2.05,3.12,2.15,1,82,9,0,0
"2022-02-01",81030,65002,62592,78843,24393,49672.3705263158,2.05,3.12,2.15,1,82,7,1,0
"2022-02-01",81030,65002,62592,78843,24393,49672.3705263158,2.05,3.12,2.15,1,82,7,1,0
"2022-02-02",77435,55368,46568,63266,19409,49672.3705263158,2.05,3.12,2.15,1,81.3,9,1,0
"2022-02-03",89517,62127,52926,74221,16489,49672.3705263158,2.05,3.12,2.15,1,82.2,7,1,0
"2022-02-04",97558,72686,62353,93248,17799,49672.3705263158,2.05,3.12,2.15,1,82.3,10,0,0
"2022-02-05",78688,55000,49676,63713,15262,49672.3705263158,2.05,3.12,2.15,1,80.9,7,0,0
"2022-02-06",74779,50285,43445,55194,14094,49672.3705263158,2.05,3.12,2.15,1,81,7,0,0
"2022-02-07",121196,98560,92844,124610,17293,49672.3705263158,2.05,3.12,2.15,1,82.5,6,0,0
"2022-02-08",120653,98032,92020,124969,17366,49672.3705263158,2.05,3.12,2.15,1,80.8,4,0,0
"2022-02-09",119200,94691,89008,121477,17226,49672.3705263158,2.05,3.12,2.15,1,81.1,5,0,0
"2022-02-10",113787,92623,86781,118187,17308,49672.3705263158,2.05,3.21,2.15,1,78.2,4,0,0
"2022-02-11",116506,93668,87077,118590,18128,49672.3705263158,2.05,3.21,2.15,1,79.2,4,0,0
"2022-02-12",82696,63049,57073,68628,14832,49672.3705263158,2.05,3.21,2.15,1,81.1,7,0,0
"2022-02-13",77526,54957,50420,58540,14122,49672.3705263158,2.05,3.21,2.15,1,81.6,7,0,0
"2022-02-14",118866,93177,87878,117568,17484,49672.3705263158,2.05,3.21,2.15,1,82.6,7,0,0
"2022-02-15",118056,92411,86260,115961,16709,49672.3705263158,2.05,3.21,2.15,1,83.9,9,0,0
"2022-02-16",118961,92577,85813,115810,16460,49672.3705263158,2.05,3.21,2.15,1,84.4,7,0,0
"2022-02-17",115121,90560,84067,111937,16436,49672.3705263158,2.05,3.27,2.15,1,82.8,8,0,0
"2022-02-18",111000,90519,82929,111114,16829,49672.3705263158,2.05,3.27,2.15,0,85.7,9,0,0
"2022-02-19",81498,61668,56317,67440,14382,49672.3705263158,2.05,3.27,2.15,0,85.6,9,0,0
"2022-02-20",72737,52260,47417,54777,13498,49672.3705263158,2.05,3.27,2.15,1,84.1,6,0,0
"2022-02-21",111795,89050,81677,109198,16573,49672.3705263158,2.05,3.27,2.15,1,81.6,6,0,0
"2022-02-22",110744,88733,82118,110337,16058,49672.3705263158,2.05,3.27,2.15,1,80.4,9,0,0
"2022-02-23",111049,88528,82570,110634,15963,49672.3705263158,2.05,3.27,2.15,1,81.2,6,0,0
"2022-02-24",105406,85402,79043,106205,15802,49672.3705263158,2.05,3.29,2.15,1,78.2,6,0,0
"2022-02-25",106020,88259,81104,108539,16702,49672.3705263158,2.05,3.29,2.15,1,79.5,7,0,0
"2022-02-26",78454,61122,58623,69957,14803,49672.3705263158,2.05,3.29,2.15,1,78.4,7,0,0
"2022-02-27",71611,53632,51037,59557,14646,49672.3705263158,2.05,3.29,2.15,1,79.5,7,0,0
"2022-02-28",107794,87320,81046,110044,17013,49672.3705263158,2.05,3.29,2.15,1,81.8,7,0,0
"2022-03-01",107943,88068,81643,111374,16913,49672.3705263158,2.05,3.29,2.15,1,80.3,7,1,0
"2022-03-02",109646,90322,83739,112833,17109,49672.3705263158,2.05,3.29,2.15,1,81.4,7,0,0
"2022-03-03",108059,88571,82120,111200,17399,49672.3705263158,2.05,3.45,2.15,1,81.4,9,0,0
"2022-03-04",103327,88413,81240,110925,17375,49672.3705263158,2.05,3.45,2.15,1,80.5,7,1,0
"2022-03-05",77799,60794,56790,69349,15468,49672.3705263158,2.05,3.45,2.15,1,78,9,0,0
"2022-03-06",79650,58924,54889,64235,16986,49672.3705263158,2.05,3.45,2.15,1,78.5,7,0,0
"2022-03-07",109099,95906,86808,119234,20292,49672.3705263158,2.05,3.45,2.15,1,79.3,9,0,0
"2022-03-08",106859,92108,85372,116376,18738,49672.3705263158,2.05,3.45,2.15,1,80.3,8,0,0
"2022-03-09",111948,92942,87363,117385,18484,49672.3705263158,2.05,3.45,2.15,1,82.5,7,0,0
"2022-03-10",110328,92366,86162,115746,18548,49672.3705263158,2.05,3.75,2.15,1,83,10,0,0
"2022-03-11",107362,92951,84213,116836,18256,49672.3705263158,2.05,3.75,2.15,1,83.8,9,0,0
"2022-03-12",80957,64379,61284,73444,15729,49672.3705263158,2.05,3.75,2.15,1,83.2,6,0,0
"2022-03-13",78182,59034,55165,65658,16095,49672.3705263158,2.05,3.75,2.15,1,83.2,8,0,0
"2022-03-14",109574,92249,84552,114490,18112,49672.3705263158,2.05,3.75,2.15,1,83.6,9,0,0
"2022-03-15",110761,92421,85593,117249,18065,49672.3705263158,2.05,3.75,2.15,1,82.8,6,0,0
"2022-03-16",111405,93688,87654,118663,18299,49672.3705263158,2.05,3.75,2.15,1,81.9,7,0,0
"2022-03-17",110085,92851,86255,117285,18209,49672.3705263158,2.05,4,2.15,1,81.6,8,0,0
"2022-03-18",109772,96898,88108,119756,19927,49672.3705263158,2.05,4,2.15,1,82.3,2,0,0
"2022-03-19",84786,69544,67400,78543,17304,49672.3705263158,2.05,4,2.15,0,86.7,10,0,0
"2022-03-20",79729,59574,59412,65824,16675,49672.3705263158,2.05,4,2.15,0,86.6,9,0,0
"2022-03-21",113205,92882,85220,115708,17270,49672.3705263158,2.05,4,2.15,1,85.7,8,0,0
"2022-03-22",110578,92554,86997,118980,17171,49672.3705263158,2.05,4,2.15,1,84.4,9,0,0
"2022-03-23",115027,95640,89512,122409,17375,49672.3705263158,2.05,4,2.15,1,85.4,10,1,0
"2022-03-24",111113,95882,89178,122554,18382,49672.3705263158,2.05,3.83,2.15,1,84.6,10,0,0
"2022-03-25",112867,101961,93101,128740,20223,49672.3705263158,2.05,3.83,2.15,1,83.6,10,0,0
"2022-03-26",87936,75783,69651,88042,19420,49672.3705263158,2.05,3.83,2.15,1,83.7,10,0,0
"2022-03-27",83529,67675,60520,73897,17907,49672.3705263158,2.05,3.83,2.15,1,84.7,10,0,0
"2022-03-28",114689,98814,89904,122934,19285,49672.3705263158,2.05,3.83,2.15,1,86.1,10,0,0
"2022-03-29",115893,99823,90858,128467,19778,49672.3705263158,2.05,3.83,2.15,1,83.2,10,0,0
"2022-03-30",117810,103870,97589,133843,20868,49672.3705263158,2.05,3.83,2.15,1,83.6,10,0,0
"2022-03-31",116168,106728,99674,136642,21886,49672.3705263158,2.05,3.91,2.15,1,82.8,9,0,0
"2022-04-01",126300,115885,105996,146680,24158,49672.3705263158,2.05,3.91,2.15,1,84.6,10,0,0
"2022-04-02",96739,84875,77900,93015,21367,49672.3705263158,2.05,3.91,2.15,1,84.4,9,0,0
"2022-04-03",71676,53264,48185,55332,12723,49672.3705263158,2.05,3.91,2.15,1,82.4,10,1,0
"2022-04-04",123224,100978,93220,126512,17636,49672.3705263158,2.05,3.91,2.15,1,82,9,1,0
"2022-04-05",122890,103119,97368,132361,18195,49672.3705263158,2.05,3.91,2.15,1,81.3,10,0,0
"2022-04-06",126162,105192,100332,137164,18339,49672.3705263158,2.05,3.91,2.15,1,82.8,10,0,0
"2022-04-07",124169,107192,100993,137458,19895,49672.3705263158,2.05,3.81,2.15,1,81.3,10,0,0
"2022-04-08",124755,109911,76598,141574,20130,49672.3705263158,2.05,3.81,2.15,1,83.7,8,0,0
"2022-04-09",82846,70256,64561,75926,15338,49672.3705263158,2.05,3.81,2.15,1,83,10,0,0
"2022-04-10",81465,62988,56411,66454,15207,49672.3705263158,2.05,3.81,2.15,1,84.1,9,0,0
"2022-04-11",128486,109002,101997,138042,19680,49672.3705263158,2.05,3.81,2.15,1,80.3,9,0,0
"2022-04-12",129206,110118,104178,142081,20346,49672.3705263158,2.05,3.81,2.15,1,83.3,10,0,0
"2022-04-13",130106,112234,107497,145722,20908,49672.3705263158,2.05,3.81,2.15,0,82.9,9,0,0
"2022-04-14",129392,112208,105452,144658,20484,49672.3705263158,2.05,3.81,2.15,0,83,9,0,0
"2022-04-15",128674,117561,109943,149336,22378,49672.3705263158,2.05,3.81,2.15,1,83.9,10,1,0
"2022-04-15",128674,117561,109943,149336,22378,49672.3705263158,2.05,3.81,2.15,1,83.9,10,1,0
"2022-04-16",87684,85847,72797,89478,19681,49672.3705263158,2.05,3.81,2.15,1,84.9,10,0,0
"2022-04-17",80826,72156,61854,73724,17805,49672.3705263158,2.05,3.81,2.15,1,82.1,9,0,0
"2022-04-18",127115,110300,102032,136265,20447,49672.3705263158,2.05,3.81,2.15,1,82.1,9,0,0
"2022-04-19",79011,78077,64611,77848,17239,49672.3705263158,2.05,3.81,2.15,1,82,9,1,0
"2022-04-20",135294,118284,111416,152385,21808,49672.3705263158,2.05,3.81,2.15,1,83.2,7,0,0
"2022-04-21",132826,121416,112125,154833,22551,49672.3705263158,2.05,3.81,2.15,1,82.4,8,0,0
"2022-04-22",132238,133400,118864,162330,26552,49672.3705263158,2.05,3.81,2.15,1,83.7,9,0,0
"2022-04-23",94147,122845,86991,113889,29210,49672.3705263158,2.05,3.81,2.15,1,83.7,10,0,0
"2022-04-24",85996,107223,74695,94331,27559,49672.3705263158,2.05,3.81,2.15,1,83.9,10,0,0
"2022-04-25",130628,135449,118177,162437,27981,49672.3705263158,2.05,3.81,2.15,1,81.5,9,0,0
"2022-04-26",135692,135032,120274,166623,26927,49672.3705263158,2.05,3.81,2.15,1,83.4,10,1,0
"2022-04-27",136850,137899,123023,168954,28106,49672.3705263158,2.05,3.81,2.15,1,84.4,9,0,0
"2022-04-28",134917,139538,123390,169249,28893,49672.3705263158,2.05,3.94,2.15,1,83.7,9,0,0
"2022-04-29",131587,147101,126802,167248,29978,49672.3705263158,2.05,3.94,2.15,1,83.8,9,0,0
"2022-04-30",91828,109324,85864,97826,27603,49672.3705263158,2.05,3.94,2.15,0,84.3,10,0,0
"2022-05-01",96847,93790,80061,88100,34608,49672.3705263158,2.05,3.94,2.15,1,81.4,9,1,0
"2022-05-02",79871,72531,78935,91386,28428,49672.3705263158,2.05,3.94,2.15,1,80.9,9,1,0
"2022-05-03",98664,80459,88111,106558,32938,49672.3705263158,2.05,3.94,2.15,1,80.5,6,1,0
"2022-05-04",84201,71932,75458,84030,24813,49672.3705263158,2.05,3.94,2.15,0,83.2,7,1,0
"2022-05-05",96880,89783,90866,109830,23638,49672.3705263158,2.05,3.94,2.15,1,85.3,9,0,0
"2022-05-06",95905,90205,93942,112954,22461,49672.3705263158,2.05,3.94,2.15,1,85.7,7,0,0
"2022-05-07",84595,75879,78392,85848,20340,49672.3705263158,2.05,3.94,2.15,0,84.1,8,0,0
"2022-05-08",86814,74473,72525,81006,19408,49672.3705263158,2.05,3.94,2.15,1,84,8,0,0
"2022-05-09",137333,119487,116460,154107,22686,49672.3705263158,2.05,3.94,2.15,1,85.9,9,0,0
"2022-05-10",140629,123448,120921,162942,24049,49672.3705263158,2.05,3.94,2.15,0,88,9,0,0
"2022-05-11",143470,125446,124979,168866,23560,49672.3705263158,2.05,3.94,2.15,1,84.9,8,0,0
"2022-05-12",142006,125126,124694,169588,24592,49672.3705263158,2.05,4.31,2.15,0,86.3,9,0,0
"2022-05-13",143732,133506,132193,178090,26533,49672.3705263158,2.05,4.31,2.15,1,86.7,9,0,0
"2022-05-14",105644,93269,98192,123882,24736,49672.3705263158,2.05,4.31,2.15,1,85.3,9,0,0
"2022-05-15",103513,87355,91144,111061,27198,49672.3705263158,2.05,4.31,2.15,1,84.3,8,1,0
"2022-05-16",87068,78606,79319,92095,19447,49672.3705263158,2.05,4.31,2.15,1,79.5,8,1,0
"2022-05-17",146452,128240,126418,173924,24406,49672.3705263158,2.05,4.31,2.15,0,83.2,8,1,0
"2022-05-18",146927,130407,130607,179596,24340,49672.3705263158,2.05,4.31,2.15,1,84.5,8,0,0
"2022-05-19",146118,128679,129740,179286,24749,49672.3705263158,2.05,4.33,2.15,1,84.1,9,0,0
"2022-05-20",147875,132789,137365,177055,27988,49672.3705263158,2.05,4.33,2.15,0,86.7,10,0,0
"2022-05-21",103323,91821,95882,112718,23078,49672.3705263158,2.05,4.33,2.15,1,86.5,9,0,0
"2022-05-22",97012,79686,82280,95912,21621,49672.3705263158,2.05,4.33,2.15,1,86.3,9,1,0
"2022-05-23",141537,126363,127046,171952,24901,49672.3705263158,2.05,4.33,2.15,1,85.1,9,1,0
"2022-05-24",145055,128581,131630,179714,25621,49672.3705263158,2.05,4.33,2.15,1,84.4,7,0,0
"2022-05-25",143109,131098,133094,182571,25967,49672.3705263158,2.05,4.33,2.15,1,77.4,3,0,0
"2022-05-26",149077,132872,135876,183744,26478,49672.3705263158,2.05,4.7,2.15,0,81.6,8,0,0
"2022-05-27",144467,140420,139425,188027,28671,49672.3705263158,2.05,4.7,2.15,1,84,8,0,0
"2022-05-28",105371,105814,103033,125357,26912,49672.3705263158,2.05,4.7,2.15,1,83.5,9,0,0
"2022-05-29",94826,83464,87087,101529,25238,49672.3705263158,2.05,4.7,2.15,0,85.1,9,0,0
"2022-05-30",143095,131014,132562,177696,26959,49672.3705263158,2.05,4.7,2.15,0,85.9,9,1,0
"2022-05-31",146311,132499,137234,186095,27474,49672.3705263158,2.05,4.7,2.15,1,86.3,9,1,0
"2022-06-01",148580,142442,143401,193943,27902,49672.3705263158,2.05,4.7,2.15,1,85.9,9,1,0
"2022-06-02",146439,136092,140294,190196,27756,49672.3705263158,2.05,4.7,2.15,1,85.4,9,1,0
"2022-06-03",145068,148199,144153,194594,30715,49672.3705263158,2.05,4.7,2.15,1,84.6,8,0,0
"2022-06-04",101281,114042,103435,126549,28756,49672.3705263158,2.05,4.7,2.15,1,83.7,8,0,0
"2022-06-05",100432,114199,107442,128614,34818,49672.3705263158,2.05,4.7,2.15,1,82.7,8,0,0
"2022-06-06",94346,111961,98373,113716,28522,49672.3705263158,2.05,4.7,2.15,1,83.8,9,1,0
