"date","bus_rkl","rail_lrt_ampang","rail_mrt_kajang","rail_lrt_kj","rail_monorail","rail_mrt_pjy","ron95","ron97","diesel","preciptype","temp","uvindex","holiday","covid"
"2022-06-07",136972,150203,141397,193520,29865,49672.3705263158,2.05,4.7,2.15,1,82.1,9,0,0
"2022-06-08",141567,169440,150016,207724,31576,49672.3705263158,2.05,4.7,2.15,1,82,8,0,0
"2022-06-09",137711,156703,148353,204177,31229,49672.3705263158,2.05,4.72,2.15,1,80.7,8,0,0
"2022-06-10",135430,158942,147372,199677,32565,49672.3705263158,2.05,4.72,2.15,1,82.6,8,0,0
"2022-06-11",101034,164593,104906,129486,26600,49672.3705263158,2.05,4.72,2.15,1,79.1,8,0,0
"2022-06-12",99106,100356,89634,101999,25253,49672.3705263158,2.05,4.72,2.15,1,81,8,0,0
"2022-06-13",145221,131546,134304,181545,27243,49672.3705263158,2.05,4.72,2.15,1,82.5,9,0,0
"2022-06-14",147964,163757,141171,193835,27403,49672.3705263158,2.05,4.72,2.15,1,82.6,9,0,0
"2022-06-15",149732,136466,141446,192143,27635,49672.3705263158,2.05,4.72,2.15,1,81.6,9,0,0
"2022-06-16",146979,144083,159020,195743,29776,13367,2.05,4.83,2.15,1,82.8,8,0,0
"2022-06-17",147963,158131,171922,208125,35973,22621,2.05,4.83,2.15,1,79.8,8,0,0
"2022-06-18",112408,123873,149664,143699,36064,28885,2.05,4.83,2.15,1,80.7,9,0,0
"2022-06-19",108392,114835,141905,127158,35967,32066,2.05,4.83,2.15,1,82,8,1,0
"2022-06-20",153258,153473,165521,199130,34116,21564,2.05,4.83,2.15,1,80,7,0,0
"2022-06-21",157936,157590,172481,210044,34856,22535,2.05,4.83,2.15,1,82.4,9,0,0
"2022-06-22",156092,158173,176797,213936,35701,22845,2.05,4.83,2.15,1,80.8,8,0,0
"2022-06-23",159591,158845,175542,213123,36242,23000,2.05,4.84,2.15,1,81,8,0,0
"2022-06-24",153781,167753,184374,217120,41058,24787,2.05,4.84,2.15,1,79.9,9,0,0
"2022-06-25",124786,139281,166023,162506,42289,42374,2.05,4.84,2.15,1,82.4,7,0,0
"2022-06-26",113994,125613,149079,140896,43642,22542,2.05,4.84,2.15,1,82.9,8,0,0
"2022-06-27",157853,156338,170600,205008,35205,22913,2.05,4.84,2.15,1,84.5,9,0,0
"2022-06-28",159952,158588,174681,211378,35780,22649,2.05,4.84,2.15,1,83,9,0,0
"2022-06-29",162878,164092,180532,217032,36285,23601,2.05,4.84,2.15,1,83.9,9,0,0
"2022-06-30",163265,165687,179453,216182,38006,23815,2.05,4.84,2.15,1,82.8,8,0,0
"2022-07-01",163660,174670,188535,222001,42160,32369,2.05,4.84,2.15,0,84.6,9,0,0
"2022-07-02",122723,144912,165383,165494,42933,46503,2.05,4.84,2.15,0,84.7,9,0,0
"2022-07-03",117619,129491,155930,139231,41294,33215,2.05,4.84,2.15,1,85.6,9,0,0
"2022-07-04",163613,158703,170901,205686,37128,23313,2.05,4.84,2.15,0,85.5,9,0,0
"2022-07-05",166965,162472,175806,217152,37383,23872,2.05,4.84,2.15,1,85.4,4,0,0
"2022-07-06",166701,167665,180731,221650,38447,24288,2.05,4.84,2.15,1,82.4,6,0,0
"2022-07-07",165100,170024,179703,217903,38422,24679,2.05,4.8,2.15,1,84.5,9,1,0
"2022-07-08",162960,170958,180826,208846,40747,26366,2.05,4.8,2.15,0,85.3,9,0,0
"2022-07-09",119217,122152,140043,128805,40003,25503,2.05,4.8,2.15,0,87,9,1,0
"2022-07-09",119217,122152,140043,128805,40003,25503,2.05,4.8,2.15,0,87,9,1,0
"2022-07-10",104970,113075,145196,129409,44978,31152,2.05,4.8,2.15,1,85.6,8,1,0
"2022-07-11",111407,103647,113062,119503,39351,16772,2.05,4.8,2.15,1,83.2,7,1,0
"2022-07-12",145227,170811,211485,210442,35772,39049,2.05,4.8,2.15,1,80.9,8,1,0
"2022-07-13",162621,159044,174581,211022,36663,24103,2.05,4.8,2.15,0,83.1,9,0,0
"2022-07-14",161730,159337,175771,213817,37200,24913,2.05,4.75,2.15,1,84.5,9,0,0
"2022-07-15",162897,163570,181487,213174,39921,26812,2.05,4.75,2.15,1,84.7,9,0,0
"2022-07-16",108186,101087,109509,116248,26998,15629,2.05,4.75,2.15,1,84.6,9,0,0
"2022-07-17",94383,81755,88488,93781,23113,12694,2.05,4.75,2.15,1,86.6,9,0,0
"2022-07-18",148643,138425,146188,181558,29484,18345,2.05,4.75,2.15,1,86.4,8,0,0
"2022-07-19",153331,142936,151462,193037,28656,18433,2.05,4.75,2.15,1,84.4,9,0,0
"2022-07-20",155305,146074,155983,197842,29973,15662,2.05,4.75,2.15,1,84.1,9,0,0
"2022-07-21",150936,143225,152766,192678,29894,18836,2.05,4.65,2.15,1,83.6,9,0,0
"2022-07-22",148668,145341,152232,187516,32238,18912,2.05,4.65,2.15,1,82.4,8,1,0
"2022-07-23",102632,96401,105426,108353,26062,13438,2.05,4.65,2.15,1,81.1,9,0,0
"2022-07-24",90814,81384,88110,88813,23479,12108,2.05,4.65,2.15,1,80.3,8,0,0
"2022-07-25",148219,142472,148443,183219,29913,18612,2.05,4.65,2.15,1,80.7,9,0,0
"2022-07-26",153655,145951,154324,197510,30434,18953,2.05,4.65,2.15,1,84.2,9,0,0
"2022-07-27",151364,145561,154517,196302,30623,18821,2.05,4.65,2.15,1,82.1,9,0,0
"2022-07-28",150141,143779,152609,191922,30801,18598,2.05,4.55,2.15,1,82,9,0,0
"2022-07-29",151703,150071,154424,187346,34312,19537,2.05,4.55,2.15,1,80.7,9,0,0
"2022-07-30",99321,103035,114520,119090,32754,14830,2.05,4.55,2.15,1,84.1,9,1,0
"2022-07-30",99321,103035,114520,119090,32754,14830,2.05,4.55,2.15,1,84.1,9,1,0
"2022-07-31",95248,88705,98056,101614,27995,12527,2.05,4.55,2.15,0,83.7,9,1,0
"2022-08-01",152815,145387,151893,186888,32429,19159,2.05,4.55,2.15,1,83.4,10,0,0
"2022-08-02",153731,147793,157421,198902,32611,19559,2.05,4.55,2.15,1,81.5,4,0,0
"2022-08-03",153964,148050,161055,202120,32552,19806,2.05,4.55,2.15,1,80.8,8,0,0
"2022-08-04",164281,150031,161231,200429,33609,20196,2.05,4.5,2.15,1,80.7,5,0,0
"2022-08-05",167574,155395,162358,197260,36478,20504,2.05,4.5,2.15,1,81.1,6,0,0
"2022-08-06",139339,107678,116458,119981,33278,14734,2.05,4.5,2.15,1,82.5,3,0,0
"2022-08-07",136749,94151,99650,101612,32125,13488,2.05,4.5,2.15,0,84.1,10,0,0
"2022-08-08",175094,146547,155300,190783,33390,19771,2.05,4.5,2.15,0,83.9,8,0,0
"2022-08-09",175026,150965,161579,204577,33348,20316,2.05,4.5,2.15,0,84.8,10,0,0
"2022-08-10",181132,152762,163706,207871,33713,20556,2.05,4.5,2.15,0,84.1,9,0,0
"2022-08-11",175472,150168,160445,202523,33399,19978,2.05,4.4,2.15,1,85.7,10,0,0
"2022-08-12",174008,151993,159548,196478,34937,20875,2.05,4.4,2.15,1,82.9,10,0,0
"2022-08-13",143937,101045,109237,115701,29379,14392,2.05,4.4,2.15,1,83.9,9,0,0
"2022-08-14",149191,86580,92376,96053,27256,12642,2.05,4.4,2.15,1,82.4,9,0,0
"2022-08-15",154172,146836,153682,190010,33455,19807,2.05,4.4,2.15,1,83,9,0,0
"2022-08-16",158185,150633,159716,204832,33594,20229,2.05,4.4,2.15,1,83.5,10,0,0
"2022-08-17",158027,151232,164180,207230,34013,20524,2.05,4.4,2.15,1,81.2,10,0,0
"2022-08-18",159143,160782,161687,203418,33978,20438,2.05,4.35,2.15,1,82.6,10,0,0
"2022-08-19",156225,152171,160859,198205,35595,20606,2.05,4.35,2.15,0,83.6,9,0,0
"2022-08-20",102122,97033,107012,114357,27834,13816,2.05,4.35,2.15,1,80.1,9,0,0
"2022-08-21",97039,84907,93935,97222,25800,12329,2.05,4.35,2.15,1,79.3,8,0,0
"2022-08-22",154176,147002,149240,191757,32817,19535,2.05,4.35,2.15,1,81.5,9,0,0
"2022-08-23",156776,152237,161510,207057,34355,20418,2.05,4.35,2.15,1,79.8,9,0,0
"2022-08-24",159155,153364,165996,211256,34182,20961,2.05,4.35,2.15,0,82.8,10,1,0
"2022-08-25",157386,151014,161239,205547,33691,20109,2.05,4.3,2.15,1,81.7,9,0,0
"2022-08-26",155734,158883,163931,204589,36049,21188,2.05,4.3,2.15,1,80.2,8,0,0
"2022-08-27",104078,108547,110295,120729,30076,15019,2.05,4.3,2.15,1,80.3,9,0,0
"2022-08-28",94974,94873,94220,102529,27811,12616,2.05,4.3,2.15,1,79.5,9,0,0
"2022-08-29",152677,153956,157453,199398,35159,20308,2.05,4.3,2.15,1,78.8,10,0,0
"2022-08-30",162623,167338,172609,228041,37966,21924,2.05,4.3,2.15,1,82,10,0,0
"2022-08-31",108145,173713,163601,184232,42909,23353,2.05,4.3,2.15,1,81.7,10,1,0
"2022-09-01",156342,152642,162101,202727,34940,20986,2.05,4.3,2.15,1,81.8,9,0,0
"2022-09-02",154336,160229,164729,200995,37202,21756,2.05,4.3,2.15,1,82,8,0,0
"2022-09-03",104847,111243,112500,123338,31443,14991,2.05,4.3,2.15,1,81,10,1,0
"2022-09-04",95697,100744,101698,111391,31016,13556,2.05,4.3,2.15,0,84.1,9,0,0
"2022-09-05",148134,154253,164266,205600,38073,22135,2.05,4.3,2.15,1,84.9,9,0,0
"2022-09-06",151413,159092,173872,221795,39574,22858,2.05,4.3,2.15,1,82.3,10,0,0
"2022-09-07",156190,164828,180790,230551,40112,23879,2.05,4.3,2.15,1,81.3,9,0,0
"2022-09-08",154151,162335,176304,226156,39591,23942,2.05,4.2,2.15,1,83.4,8,0,0
"2022-09-09",147284,163997,169322,212490,40699,22692,2.05,4.2,2.15,1,79.9,9,0,0
"2022-09-10",108422,177487,122024,137828,36256,15501,2.05,4.2,2.15,1,82,8,0,0
"2022-09-11",97127,93666,97117,102184,29395,13279,2.05,4.2,2.15,1,79.8,9,0,0
"2022-09-12",161406,156689,163172,203283,34954,21803,2.05,4.2,2.15,1,82.3,10,0,0
"2022-09-13",164234,159617,169839,217410,35173,22252,2.05,4.2,2.15,1,81.9,10,0,0
"2022-09-14",163093,159729,172653,220095,35197,22634,2.05,4.15,2.15,1,82,9,0,0
"2022-09-15",161704,164838,174798,219467,36703,24152,2.05,4.15,2.15,1,82.7,7,0,0
"2022-09-16",97927,104734,121125,122381,33910,15634,2.05,4.15,2.15,1,81.9,9,1,0
"2022-09-17",98618,96704,107675,115563,31106,15031,2.05,4.15,2.15,1,79.5,10,0,0
"2022-09-18",92421,86581,89529,94374,25471,12616,2.05,4.15,2.15,1,78.7,6,1,0
"2022-09-19",157155,149896,157553,193719,32929,21583,2.05,4.15,2.15,1,82.8,9,0,0
"2022-09-20",164167,155978,166570,212002,33904,22265,2.05,4.15,2.15,1,82.9,9,0,0
"2022-09-21",165383,157815,170636,215809,34817,22595,2.05,4.15,2.15,1,83,9,0,0
"2022-09-22",157157,156310,167402,209113,35712,22700,2.05,4.05,2.15,1,81,9,0,0
"2022-09-23",162999,160308,168652,204794,36377,22694,2.05,4.05,2.15,1,83.2,10,0,0
"2022-09-24",111449,109484,117224,122413,30825,15972,2.05,4.05,2.15,1,81.9,10,0,0
"2022-09-25",98984,90950,96122,99624,27495,13362,2.05,4.05,2.15,1,80.6,9,0,0
"2022-09-26",157759,143071,158876,188643,31912,22159,2.05,4.05,2.15,1,83.8,10,0,0
"2022-09-27",161096,156668,168985,210920,35162,23203,2.05,4.05,2.15,1,82.3,10,0,0
"2022-09-28",159663,159188,171649,215116,35536,23193,2.05,4.05,2.15,1,79.2,10,0,0
"2022-09-29",159477,156950,169513,210350,35454,22716,2.05,4,2.15,1,82.9,9,0,0
"2022-09-30",154976,160936,171478,205963,37417,23070,2.05,4,2.15,1,81.1,9,0,0
"2022-10-01",110411,116122,119158,127192,32171,16077,2.05,4,2.15,1,81.3,10,1,0
"2022-10-02",104129,98055,101951,109332,30833,14074,2.05,4,2.15,1,80.6,8,0,0
"2022-10-03",160316,158374,167131,205792,36553,23177,2.05,4,2.15,1,81.6,9,0,0
"2022-10-04",162678,162512,174625,221519,37419,23623,2.05,4,2.15,1,80.3,8,0,0
"2022-10-05",165891,163866,177469,225715,37852,24231,2.05,4,2.15,1,82.1,8,0,0
"2022-10-06",163242,161898,174141,221409,38142,23883,2.05,3.95,2.15,1,83,10,0,0
"2022-10-07",157520,164935,173747,212753,40062,24454,2.05,3.95,2.15,1,79.2,9,0,0
"2022-10-08",108749,113894,122057,133005,35525,16871,2.05,3.95,2.15,1,80.7,3,1,0
"2022-10-09",104833,102401,111970,120017,37969,16093,2.05,3.95,2.15,1,80.1,4,1,0
"2022-10-10",92558,95038,97844,102022,27225,14770,2.05,3.95,2.15,1,80.6,10,1,0
"2022-10-11",159211,161625,170777,217648,38133,24095,2.05,3.95,2.15,1,82.3,10,0,0
"2022-10-12",157163,161413,174013,221821,38188,24337,2.05,3.95,2.15,1,79.8,4,0,0
"2022-10-13",164469,160827,171864,220431,37442,24083,2.05,3.95,2.15,1,81.6,10,0,0
"2022-10-14",161509,163305,171958,214623,39618,23718,2.05,3.95,2.15,1,81.9,9,0,0
"2022-10-15",108297,104253,112804,124157,31574,15700,2.05,3.95,2.15,1,81.9,10,0,0
"2022-10-16",104336,93832,97384,106501,30149,13651,2.05,3.95,2.15,1,82.4,7,0,0
"2022-10-17",166737,157299,164509,205096,36473,23186,2.05,3.95,2.15,1,83.3,8,0,0
"2022-10-18",169874,160972,171010,219875,37125,24113,2.05,3.95,2.15,1,82.3,10,0,0
"2022-10-19",173014,164448,175928,225231,37229,24400,2.05,3.95,2.15,1,83.8,9,0,0
"2022-10-20",170666,164358,172372,221514,38633,24108,2.05,3.95,2.15,1,84.5,7,0,0
"2022-10-21",165813,172207,177454,216630,40305,25494,2.05,3.95,2.15,1,83.9,10,0,0
"2022-10-22",121614,126259,123374,135745,36040,16932,2.05,3.95,2.15,1,81.6,9,0,0
"2022-10-23",125646,106936,122637,133166,40629,16119,2.05,3.95,2.15,1,81.3,1,0,0
"2022-10-24",92440,94237,104690,110824,32713,14918,2.05,3.95,2.15,1,80,8,1,0
"2022-10-25",139610,143924,157297,192263,35348,21536,2.05,3.95,2.15,1,79.1,10,0,0
"2022-10-26",144000,145891,160523,200722,34764,22214,2.05,3.95,2.15,1,78.9,7,0,0
"2022-10-27",154173,149982,162031,204578,35269,21914,2.05,3.95,2.15,1,80.3,6,0,0
"2022-10-28",153897,152216,163733,200216,37216,21947,2.05,3.95,2.15,1,81,8,0,0
"2022-10-29",106514,101828,113962,124113,31324,14818,2.05,3.95,2.15,1,81.8,7,0,0
"2022-10-30",96044,85914,93444,100900,27505,12476,2.05,3.95,2.15,1,82.5,7,0,0
"2022-10-31",156866,150314,160863,196177,35372,22922,2.05,3.95,2.15,1,80.9,1,0,0
"2022-11-01",167117,157158,170242,213340,37072,23617,2.05,3.95,2.15,1,83.1,9,0,0
"2022-11-02",165692,157499,169483,215830,37402,23876,2.05,3.95,2.15,1,80.1,9,0,0
"2022-11-03",165775,157201,169336,212684,37200,23674,2.05,3.95,2.15,1,81.7,9,0,0
"2022-11-04",162071,160658,171719,207194,40336,24094,2.05,3.95,2.15,1,80,7,1,0
"2022-11-05",113270,104667,119076,118744,34467,16989,2.05,3.95,2.15,1,81.2,5,0,0
"2022-11-06",101983,93949,99636,102587,29743,13648,2.05,3.95,2.15,1,81.1,8,0,0
"2022-11-07",166136,151803,163627,186418,38105,23534,2.05,3.95,2.15,1,82,6,0,0
"2022-11-08",181619,150193,171123,134319,46679,23597,2.05,3.95,2.15,1,80.9,9,0,0
"2022-11-09",198386,135603,160697,46292,46778,22811,2.05,3.95,2.15,1,80.1,9,0,0
"2022-11-10",182425,132122,153934,40717,46353,22316,2.05,3.95,2.15,1,78.7,4,0,0
"2022-11-11",177750,136665,158259,39608,48784,22820,2.05,3.95,2.15,1,78.6,9,1,0
"2022-11-12",128544,90957,108122,21820,37374,15595,2.05,3.95,2.15,1,78.7,9,1,0
"2022-11-13",117756,81764,92540,18080,33615,13156,2.05,3.95,2.15,1,79.3,9,1,0
"2022-11-14",156327,141677,153084,157358,35894,22430,2.05,3.95,2.15,1,80.3,8,0,0
"2022-11-15",161492,152135,166455,197786,35891,23643,2.05,3.95,2.15,1,81.9,7,0,0
"2022-11-16",165820,161277,178844,218582,36704,25206,2.05,3.95,2.15,1,84,7,0,0
"2022-11-17",148950,161586,175514,209881,36722,25015,2.05,3.95,2.15,1,80.8,6,0,0
"2022-11-18",88341,89991,96426,105703,25940,14273,2.05,3.95,2.15,1,83.3,8,1,0
"2022-11-19",78819,79947,81258,89707,26726,12258,2.05,3.95,2.15,1,80.2,2,1,0
"2022-11-20",85823,81538,86970,94362,25270,12879,2.05,3.95,2.15,1,81.1,9,1,0
"2022-11-21",141794,141156,149109,173870,32686,21593,2.05,3.95,2.15,1,82.3,9,0,0
"2022-11-22",164226,154721,165763,208018,34216,23072,2.05,3.95,2.15,1,82.2,8,0,0
"2022-11-23",168849,157174,172215,215463,36430,23717,2.05,3.95,2.15,1,80.6,9,0,0
"2022-11-24",165408,157011,171465,213730,37569,23707,2.05,3.95,2.15,0,83.3,9,0,0
"2022-11-25",163286,158861,170811,208569,39214,23391,2.05,3.95,2.15,1,82,9,0,0
"2022-11-26",110856,142717,119608,132412,32198,15761,2.05,3.95,2.15,1,83.4,9,0,0
"2022-11-27",99087,94343,106903,113005,33911,13865,2.05,3.95,2.15,1,80.7,4,0,0
"2022-11-28",92051,85296,96898,100718,27468,13430,2.05,3.95,2.15,1,81.1,8,1,0
"2022-11-29",162780,133636,162470,177906,28678,22909,2.05,3.95,2.15,1,78.7,9,0,0
"2022-11-30",164356,160686,175322,216826,40490,23969,2.05,3.95,2.15,1,79.3,9,0,0
"2022-12-01",167838,158719,173243,219104,41816,23709,2.05,3.85,2.15,1,80.2,9,0,0
"2022-12-02",164212,164755,176120,215439,44350,23861,2.05,3.85,2.15,1,79.9,8,0,0
"2022-12-03",117360,121916,127741,147355,38778,16567,2.05,3.85,2.15,1,79.8,9,0,0
"2022-12-04",106044,98235,106577,116524,35126,14213,2.05,3.85,2.15,1,81.7,7,0,0
"2022-12-05",159807,155870,166967,206273,39561,23649,2.05,3.85,2.15,1,83.6,8,0,0
"2022-12-06",162110,160070,173498,220625,40437,24148,2.05,3.85,2.15,1,82.9,9,0,0
"2022-12-07",163330,163403,180108,221959,42806,24677,2.05,3.85,2.15,1,82.6,8,0,0
"2022-12-08",161106,161393,176753,221779,41573,24811,2.05,3.75,2.15,1,79.4,8,0,0
"2022-12-09",158311,170777,177981,216881,43336,25299,2.05,3.75,2.15,1,77.1,2,0,0
"2022-12-10",109897,114875,122878,134952,37633,16699,2.05,3.75,2.15,1,78,7,0,0
"2022-12-11",106768,103791,114972,119193,39370,15622,2.05,3.75,2.15,1,77.4,8,1,0
"2022-12-12",129003,145952,156503,186561,45724,21618,2.05,3.75,2.15,1,77.8,8,1,0
"2022-12-13",157266,157791,174035,220856,41561,24529,2.05,3.75,2.15,1,79.7,9,0,0
"2022-12-14",157802,158698,178183,222619,40930,24766,2.05,3.75,2.15,1,80.2,9,0,0
"2022-12-15",154653,158121,176983,221878,41718,24209,2.05,3.55,2.15,1,80.3,6,0,0
"2022-12-16",151766,160770,176141,217175,45194,24192,2.05,3.55,2.15,0,81.9,9,0,0
"2022-12-17",116112,127553,139741,173060,42894,18020,2.05,3.55,2.15,1,80,7,0,0
"2022-12-18",107543,124515,124970,150667,40680,16407,2.05,3.55,2.15,1,79,9,0,0
"2022-12-19",149185,152009,163263,200710,42581,22655,2.05,3.55,2.15,1,80.6,9,0,0
"2022-12-20",153212,155502,173196,212073,42359,23835,2.05,3.55,2.15,1,81.3,9,0,0
"2022-12-21",150245,156148,175715,216365,41947,24151,2.05,3.55,2.15,1,80,5,0,0
"2022-12-22",146094,154101,165916,208509,41747,23035,2.05,3.35,2.15,1,77.7,9,0,0
"2022-12-23",144021,160878,173046,205977,45075,23995,2.05,3.35,2.15,1,79.2,9,0,0
"2022-12-24",111275,141842,144906,149332,48269,17946,2.05,3.35,2.15,1,81.3,9,1,0
"2022-12-25",109099,120559,151541,147068,57588,18736,2.05,3.35,2.15,1,81.6,8,1,0
"2022-12-26",92158,100469,113113,116910,37171,15086,2.05,3.35,2.15,0,81.1,7,1,0
"2022-12-27",138600,144998,154116,188181,40577,21722,2.05,3.35,2.15,1,80.3,8,0,0
"2022-12-28",137885,147319,161703,195445,41128,22463,2.05,3.35,2.15,1,78.5,8,0,0
"2022-12-29",135248,146241,159355,192497,42552,22135,2.05,3.35,2.15,1,80.5,8,0,0
"2022-12-30",136258,150034,159251,189596,44110,21893,2.05,3.35,2.15,1,82.3,9,0,0
"2022-12-31",112171,138382,155629,165835,52052,19377,2.05,3.35,2.15,1,82,9,0,0
"2023-01-01",109680,115467,127591,132223,46494,17106,2.05,3.35,2.15,1,82.6,6,1,0
"2023-01-02",89423,89820,94715,99292,29279,13995,2.05,3.35,2.15,1,80.7,7,1,0
"2023-01-03",161321,191994,172976,219836,37780,24345,2.05,3.35,2.15,1,81.2,9,0,0
"2023-01-04",164569,160504,175987,223011,38432,24322,2.05,3.35,2.15,1,79.8,7,0,0
"2023-01-05",163969,158133,174606,212051,40666,24557,2.05,3.35,2.15,1,79.9,8,0,0
"2023-01-06",160521,162067,175959,212909,41227,24294,2.05,3.35,2.15,1,82.1,9,0,0
"2023-01-07",110805,149618,120676,128515,33381,16291,2.05,3.35,2.15,1,81.4,8,0,0
"2023-01-08",102237,91472,100974,102887,29963,13870,2.05,3.35,2.15,1,81.2,8,0,0
"2023-01-09",166954,163522,173731,215462,38387,24494,2.05,3.35,2.15,1,82.6,9,0,0
"2023-01-10",168101,168476,181398,231756,40226,25296,2.05,3.35,2.15,1,80.8,7,0,0
"2023-01-11",172765,173549,188139,238110,41137,25600,2.05,3.35,2.15,1,80.4,7,0,0
"2023-01-12",171179,171901,179420,235587,44585,25340,2.05,3.35,2.15,1,82.8,9,0,0
"2023-01-13",167799,175529,184449,224938,42786,25554,2.05,3.35,2.15,1,81.9,8,0,0
"2023-01-14",112705,117070,126784,129034,34708,16982,2.05,3.35,2.15,1,82.1,9,1,0
"2023-01-15",103090,126288,109305,108926,31204,15294,2.05,3.35,2.15,1,81.2,9,0,0
"2023-01-16",165686,163697,176188,216800,38848,24840,2.05,3.35,2.15,1,82.4,9,0,0
"2023-01-17",173241,170034,187077,235205,39971,25703,2.05,3.35,2.15,1,81.4,9,0,0
"2023-01-18",173751,173405,191516,236860,40050,26390,2.05,3.35,2.15,1,81.3,8,0,0
"2023-01-19",168036,174880,187779,229248,40731,26188,2.05,3.35,2.15,1,80.7,9,0,0
"2023-01-20",144453,157762,163205,196827,40433,24666,2.05,3.35,2.15,1,80.9,8,0,0
"2023-01-21",96859,100099,95600,112134,34477,14778,2.05,3.35,2.15,1,78.6,6,0,0
"2023-01-22",104505,104291,104818,127183,46299,15903,2.05,3.35,2.15,1,77.8,7,1,0
"2023-01-23",97440,99938,103752,121796,41776,15857,2.05,3.35,2.15,1,78.8,8,1,0
"2023-01-24",84648,85384,89532,96409,30541,13870,2.05,3.35,2.15,1,75.8,5,1,0
"2023-01-25",133270,128882,135167,174525,37053,19723,2.05,3.35,2.15,1,78,3,0,0
"2023-01-26",137510,133492,142449,181900,37251,20174,2.05,3.35,2.15,0,80.3,9,0,0
"2023-01-27",153717,128567,146999,181851,46732,20320,2.05,3.35,2.15,1,81.1,8,0,0
"2023-01-28",109015,118891,108712,116321,37069,14483,2.05,3.35,2.15,1,80.2,3,0,0
"2023-01-29",106072,82803,98233,102989,32996,13370,2.05,3.35,2.15,1,81.5,6,0,0
"2023-01-30",172258,138834,163187,200412,45793,22669,2.05,3.35,2.15,1,81.5,7,0,0
"2023-01-31",178052,142870,176869,220187,47422,24155,2.05,3.35,2.15,1,81.2,7,0,0
"2023-02-01",139181,92490,116731,132513,30047,16978,2.05,3.35,2.15,0,80.3,7,1,0
"2023-02-02",179393,146401,179107,223621,49678,24584,2.05,3.35,2.15,1,79.6,8,0,0
"2023-02-03",176499,150563,184811,221199,51514,25853,2.05,3.35,2.15,1,79.7,3,0,0
"2023-02-04",121018,98443,122765,125235,40187,17535,2.05,3.35,2.15,1,81.4,10,0,0
"2023-02-05",120867,87869,113489,113545,41268,16154,2.05,3.35,2.15,1,80.9,8,1,0
"2023-02-06",94862,76272,92490,96772,30224,13654,2.05,3.35,2.15,1,76.6,2,1,0
"2023-02-07",184988,145987,177246,226316,50005,20619,2.05,3.35,2.15,1,80.9,9,0,0
"2023-02-08",183575,149118,183879,233640,50646,20936,2.05,3.35,2.15,1,82,9,0,0
"2023-02-09",178858,146689,181403,231776,51324,20989,2.05,3.35,2.15,1,81.4,9,0,0
"2023-02-10",178998,149205,182932,223607,54263,20834,2.05,3.35,2.15,1,82.4,10,0,0
"2023-02-11",121305,132885,122267,130562,42515,14134,2.05,3.35,2.15,1,79.3,9,0,0
"2023-02-12",116140,91573,106333,113915,40127,12644,2.05,3.35,2.15,1,79.7,9,0,0
"2023-02-13",182782,147759,177132,224187,51592,20559,2.05,3.35,2.15,1,80.2,9,0,0
"2023-02-14",183068,153891,192946,248887,54686,21156,2.05,3.35,2.15,1,80.9,10,0,0
"2023-02-15",186724,151032,187264,242868,52052,21185,2.05,3.35,2.15,1,83.1,8,0,0
"2023-02-16",184816,149254,183945,236958,51749,21642,2.05,3.35,2.15,1,82.7,10,0,0
"2023-02-17",179370,152272,182412,226770,52707,21427,2.05,3.35,2.15,1,83,9,0,0
"2023-02-18",121034,102683,119029,128846,39449,13889,2.05,3.35,2.15,1,83.5,9,1,0
"2023-02-19",111871,92005,105405,110341,37181,12784,2.05,3.35,2.15,1,81,10,1,0
"2023-02-20",177306,142058,172027,218594,50742,21006,2.05,3.35,2.15,1,80.5,10,0,0
"2023-02-21",181127,145244,178568,233774,51158,21277,2.05,3.35,2.15,1,81.5,9,0,0
"2023-02-22",182390,148150,184524,237250,51290,21419,2.05,3.35,2.15,1,81.8,9,0,0
"2023-02-23",176518,147057,180575,232099,51159,21274,2.05,3.35,2.15,1,81.4,9,0,0
"2023-02-24",173248,149371,179319,225257,52657,25248,2.05,3.35,2.15,1,81.9,10,0,0
"2023-02-25",126652,100736,125913,141674,42671,17060,2.05,3.35,2.15,1,81.3,10,0,0
"2023-02-26",114027,89343,112028,119406,39152,15616,2.05,3.35,2.15,0,82.6,9,0,0
"2023-02-27",172898,137458,168581,216193,49445,20432,2.05,3.35,2.15,1,82.1,9,0,0
"2023-02-28",180671,141073,179260,234425,51995,20578,2.05,3.35,2.15,1,79.6,10,0,0
"2023-03-01",180397,148868,193100,245142,55285,26883,2.05,3.35,2.15,1,76.3,1,0,0
"2023-03-02",180101,147786,190457,244336,55992,26857,2.05,3.35,2.15,1,78.3,4,0,0
"2023-03-03",177867,149640,187779,233789,59131,26254,2.05,3.35,2.15,1,77,4,0,0
"2023-03-04",136167,168384,141703,155536,52332,18279,2.05,3.35,2.15,1,79.7,5,1,0
"2023-03-05",129317,99450,122548,133771,48773,16588,2.05,3.35,2.15,1,80.8,9,1,0
"2023-03-06",186645,147080,181917,229775,57830,25986,2.05,3.35,2.15,1,80.1,10,0,0
"2023-03-07",190344,149853,192942,249058,57650,27318,2.05,3.35,2.15,1,81.9,10,0,0
"2023-03-08",193562,154959,201743,257188,58805,28298,2.05,3.35,2.15,1,83.2,10,0,0
"2023-03-09",190595,151292,194910,248278,58311,27423,2.05,3.35,2.15,1,83.1,10,0,0
